Source,Team,Rank,ensembl_gene_id,hgnc_symbol,Target_Choice_Justification,Predicted_Therapeutic_Direction,Data_used_to_support_target_selection,data_synapseID,study,input_data
AMP-AD,MSSM,87,ENSG00000135426,TESPA1,TESPA1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. TESPA1 was significantly down-regulated in the parahippocampal area of AD (p=6.486883e-07, FC=0.5579639) / Demented (p=0.000322216, FC=0.5834169) / severly Plaqued (p=4.09107e-06, FC=0.5007531) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,88,ENSG00000197892,KIF13B,KIF13B up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. KIF13B was significantly up-regulated in the parahippocampal area of AD (p=2.033751e-05, FC=1.213639) / severly Plaqued (p=4.810576e-05, FC=1.26426) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,89,ENSG00000146122,DAAM2,DAAM2 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. DAAM2 was significantly up-regulated in the parahippocampal area of AD (p=0.0001653131, FC=1.270125) / Demented (p=0.01875881, FC=1.211177) / severly Plaqued (p=0.0005410624, FC=1.323234) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,90,ENSG00000102003,SYP,SYP down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SYP was significantly down-regulated in the parahippocampal area of AD (p=9.891963e-09, FC=0.6274465) / Demented (p=4.883555e-05, FC=0.6586235) / severly Plaqued (p=4.602695e-07, FC=0.5877971) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,91,ENSG00000155324,GRAMD3,GRAMD3 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. GRAMD3 was significantly up-regulated in the parahippocampal area of AD (p=1.174751e-07, FC=1.296938) / Demented (p=0.00159608, FC=1.217384) / severly Plaqued (p=3.820237e-06, FC=1.334981) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,92,ENSG00000140853,NLRC5,NLRC5 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. NLRC5 was significantly up-regulated in the parahippocampal area of AD (p=2.19551e-05, FC=1.420217) / Demented (p=0.0003503743, FC=1.461222) / severly Plaqued (p=5.564481e-05, FC=1.532236) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,93,ENSG00000130477,UNC13A,UNC13A down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. UNC13A was significantly down-regulated in the parahippocampal area of AD (p=1.284485e-05, FC=0.7572708) / Demented (p=0.01306497, FC=0.8153252) / severly Plaqued (p=8.839488e-05, FC=0.7258579) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,94,ENSG00000246451,RP11-894P9.1,RP11-894P9.1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. RP11-894P9.1 was significantly up-regulated in the parahippocampal area of AD (p=2.836128e-07, FC=1.266572) / Demented (p=1.600668e-05, FC=1.298751) / severly Plaqued (p=2.998982e-06, FC=1.315456) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,95,ENSG00000157152,SYN2,SYN2 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. SYN2 was significantly down-regulated in the parahippocampal area of AD (p=4.540471e-06, FC=0.7058489) / Demented (p=0.01155022, FC=0.7803839) / severly Plaqued (p=7.163749e-05, FC=0.6778076) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,96,ENSG00000109158,GABRA4,GABRA4 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. GABRA4 was significantly down-regulated in the parahippocampal area of AD (p=1.215784e-05, FC=0.7160382) / Demented (p=0.0001681464, FC=0.6923618) / severly Plaqued (p=0.000276429, FC=0.6996216) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,97,ENSG00000011465,DCN,DCN up-regulated in the parahippocampal area of severely plaqued brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. DCN was significantly up-regulated in the parahippocampal area of AD (p=0.009808958, FC=1.202754) / severly Plaqued (p=0.00495869, FC=1.280719) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,98,ENSG00000160145,KALRN,KALRN down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. KALRN was significantly down-regulated in the parahippocampal area of AD (p=7.475325e-09, FC=0.7468878) / Demented (p=0.0005503356, FC=0.8038821) / severly Plaqued (p=1.7029e-07, FC=0.7113391) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,99,ENSG00000213445,SIPA1,SIPA1 up-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of up-regulation of genes associated with AD severity.,"Antagonism predicted to reduce disease progression. SIPA1 was significantly up-regulated in the parahippocampal area of AD (p=7.733395e-05, FC=1.279455) / Demented (p=0.0002921527, FC=1.331217) / severly Plaqued (p=0.0002828679, FC=1.330645) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,MSSM,100,ENSG00000128683,GAD1,GAD1 down-regulated in the parahippocampal area of CERAD definite AD brains. It was identified in the Bayesian network analysis as an important key driver of down-regulation of genes associated with AD severity.,"Agonism predicted to reduce disease progression. GAD1 was significantly down-regulated in the parahippocampal area of AD (p=6.474835e-06, FC=0.6542343) / Demented (p=0.0002202434, FC=0.6407698) / severly Plaqued (p=0.0001963508, FC=0.6393868) brains compared to the normal brains.",Bayesian network analysis derived from RNAseq and WGS genotypes.,syn17008057,MSBB,"Genetics, RNA"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000182450,KCNK4,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Agonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000100106,TRIOBP,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000100399,CHADL,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000256453,DND1,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000227746,C4A,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000137266,SLC22A23,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000229396,DAXX,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000124126,PREX1,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects amyloid plaque counts in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human amyloid levels",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000278535,DHRS11,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects aggregate cognition in the ROSMAP cohort (see www.molecular.network).",Agonism predicted to reduce disease progression.,"genotype, RNAseq, human aggregate cognition",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000124214,STAU1,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects aggregate cognition in the ROSMAP cohort (see www.molecular.network).",Antagonism predicted to reduce disease progression.,"genotype, RNAseq, human aggregate cognition",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
AMP-AD,Broad-Rush-Columbia,17-100,ENSG00000100418,DESI1,"Based on a network of genomic and epigenomic elements in the region of this gene, in combination with phenotypes, we've determined it is most likely that the gene causally affects aggregate cognition in the ROSMAP cohort (see www.molecular.network).",Agonism predicted to reduce disease progression.,"genotype, RNAseq, human aggregate cognition",syn17008059,ROSMAP,"Genetics, RNA, Protein, Clinical"
